0.502052, 0.502052
0.504198, 0.504198
0.506633, 0.506633
0.508683, 0.508683
0.51084, 0.51084
0.51317, 0.51317
0.515049, 0.515049
0.517295, 0.517295
0.519479, 0.519478
0.521903, 0.521903
0.523923, 0.523923
0.525961, 0.52596
0.5286, 0.5286
0.530545, 0.530545
0.532951, 0.532951
0.534729, 0.534729
0.537124, 0.537124
0.539469, 0.539469
0.541405, 0.541405
0.54375, 0.54375
0.545894, 0.545894
0.548312, 0.548312
0.55037, 0.55037
0.552661, 0.552661
0.554583, 0.554583
0.557135, 0.557135
0.559412, 0.559411
0.561294, 0.561294
0.563756, 0.563756
0.565818, 0.565818
0.568191, 0.568191
0.570361, 0.570362
0.57229, 0.57229
0.574635, 0.574635
0.576858, 0.576858
0.579332, 0.579332
0.581161, 0.581161
0.583771, 0.583771
0.585918, 0.585918
0.588044, 0.588044
0.590309, 0.590309
0.592772, 0.592772
0.594674, 0.594674
0.597435, 0.597435
0.599178, 0.599178
0.601631, 0.601631
0.604252, 0.604252
0.606404, 0.606404
0.608408, 0.608408
0.610837, 0.610837
0.613291, 0.613291
0.615733, 0.615733
0.617781, 0.617781
0.620044, 0.620044
0.622482, 0.622482
0.624339, 0.624339
0.626749, 0.626749
0.629306, 0.629306
0.631827, 0.631827
0.633757, 0.633757
0.636288, 0.636288
0.638545, 0.638545
0.640938, 0.640938
0.643324, 0.643324
0.645733, 0.645734
0.647786, 0.647786
0.650212, 0.650212
0.65292, 0.65292
0.655359, 0.655359
0.657888, 0.657888
0.659785, 0.659785
0.662239, 0.662239
0.665068, 0.665067
0.667276, 0.667276
0.669686, 0.669686
0.672065, 0.672065
0.674667, 0.674667
0.676769, 0.676769
0.679136, 0.679136
0.682105, 0.682105
0.684494, 0.684494
0.686963, 0.686963
0.689553, 0.689553
0.691933, 0.691933
0.69476, 0.69476
0.696482, 0.696482
0.699563, 0.699563
0.701956, 0.701956
0.70477, 0.70477
0.707417, 0.707417
0.709689, 0.709689
0.712123, 0.712123
0.714749, 0.714749
0.71762, 0.71762
0.719846, 0.719846
0.722643, 0.722642
0.725055, 0.725055
0.727771, 0.727771
0.730361, 0.730361
0.733039, 0.733039
0.735586, 0.735586
0.738218, 0.738218
0.740749, 0.740749
0.743975, 0.743975
0.74625, 0.74625
0.749637, 0.749638
0.752172, 0.752172
0.754959, 0.75496
0.757649, 0.757649
0.760244, 0.760244
0.762954, 0.762954
0.76595, 0.76595
0.768433, 0.768433
0.771419, 0.771419
0.774216, 0.774216
0.777023, 0.777023
0.779839, 0.779839
0.783199, 0.783199
0.785855, 0.785855
0.788825, 0.788824
0.791693, 0.791693
0.794759, 0.794759
0.797484, 0.797484
0.800342, 0.800342
0.803372, 0.803372
0.806638, 0.806638
0.809242, 0.809242
0.81259, 0.81259
0.815065, 0.815065
0.818568, 0.818569
0.821764, 0.821764
0.825035, 0.825035
0.827987, 0.827987
0.830931, 0.830931
0.83424, 0.83424
0.837841, 0.837841
0.840343, 0.840343
0.843817, 0.843817
0.846817, 0.846817
0.850317, 0.850317
0.853609, 0.853609
0.856517, 0.856517
0.859993, 0.859993
0.86324, 0.86324
0.866417, 0.866417
0.870066, 0.870066
0.873389, 0.873389
0.877005, 0.877005
0.880235, 0.880235
0.883275, 0.883275
0.887137, 0.887137
0.890716, 0.890716
0.894155, 0.894155
0.897813, 0.897813
0.901831, 0.901831
0.904453, 0.904453
0.908295, 0.908295
0.911933, 0.911933
0.916071, 0.916071
0.919329, 0.919329
0.923055, 0.923054
0.927367, 0.927367
0.930791, 0.930791
0.934878, 0.934878
0.93867, 0.93867
0.942186, 0.942186
0.9466, 0.9466
0.950399, 0.950399
0.953741, 0.953741
0.957822, 0.957822
0.962145, 0.962145
0.966556, 0.966556
0.969737, 0.969737
0.975171, 0.975171
0.978977, 0.978977
0.983343, 0.983343
0.987247, 0.987247
0.991279, 0.991279
0.995413, 0.995413
1.0005, 3
1.01455, 3
1.02766, 3
1.03956, 3
1.05261, 3
1.06381, 3
1.07862, 3
1.09317, 3
1.10568, 3
1.11901, 3
1.13119, 3
1.14367, 3
1.1574, 3
1.16987, 3
1.18463, 3
1.19928, 3
1.21219, 3
1.223, 3
1.23573, 3
1.24894, 3
1.26282, 3
1.27642, 3
1.28781, 3
1.30173, 3
1.315, 3
1.32724, 3
1.34065, 3
1.35392, 3
1.37033, 3
1.38028, 3
1.3965, 3
1.40741, 2
1.40824, 3
1.41534, 2
1.42027, 3
1.42565, 2
1.43443, 2
1.43456, 3
1.44358, 2
1.44762, 3
1.45103, 2
1.46147, 3
1.46173, 2
1.47035, 2
1.47502, 3
1.47949, 2
1.48732, 3
1.48904, 2
1.49767, 2
1.50071, 3
1.50447, 1
1.50858, 2
1.5099, 1
1.51493, 3
1.515, 1
1.51719, 2
1.52052, 1
1.52614, 2
1.52658, 1
1.52877, 3
1.53142, 1
1.53669, 2
1.5373, 1
1.54042, 3
1.54262, 1
1.54596, 2
1.549, 1
1.55362, 1
1.55411, 2
1.55589, 3
1.56017, 1
1.56402, 2
1.56558, 1
1.57129, 3
1.57136, 1
1.57246, 2
1.5768, 1
1.58341, 1
1.58446, 2
1.58534, 3
1.58864, 1
1.59423, 2
1.59555, 1
1.59573, 3
1.60063, 1
1.60117, 2
1.60679, 1
1.61193, 2
1.61341, 1
1.61876, 1
1.62155, 2
1.62432, 1
1.63116, 2
1.63147, 1
1.63702, 1
1.64121, 2
1.64397, 1
1.64909, 1
1.64996, 2
1.65591, 1
1.65759, 2
1.6626, 1
1.66704, 1
1.66885, 2
1.67497, 1
1.67857, 2
1.68022, 1
1.68656, 1
1.6891, 2
1.69386, 1
1.69687, 2
1.7003, 1
1.70706, 1
1.7071, 2
1.71324, 1
1.71913, 2
1.71968, 1
1.72681, 1
1.72685, 2
1.73311, 1
1.73783, 2
1.74001, 1
1.74722, 1
1.74735, 2
1.75352, 1
1.7581, 2
1.76019, 1
1.7665, 1
1.76757, 2
1.77414, 1
1.77598, 2
1.78203, 1
1.78845, 1
1.78895, 2
1.79439, 1
1.7976, 2
1.8026, 1
1.80828, 1
1.80876, 2
1.8169, 1
1.81822, 2
1.82406, 1
1.82829, 2
1.83089, 1
1.83654, 2
1.83929, 1
1.84541, 1
1.84988, 2
1.85497, 1
1.85938, 2
1.86099, 1
1.86875, 1
1.86951, 2
1.87637, 1
1.87852, 2
1.88414, 1
1.89038, 2
1.89348, 1
1.89994, 1
1.90041, 2
1.90869, 1
1.91086, 2
1.91552, 1
1.92242, 2
1.92273, 1
1.93284, 2
1.93307, 1
1.94129, 1
1.94337, 2
1.94859, 1
1.95474, 2
1.95763, 1
1.96548, 1
1.966, 2
1.97359, 1
1.9763, 2
1.98307, 1
1.98748, 2
1.99009, 1
1.99894, 2
1.99916, 1
2, -0.991484
2, -0.983048
2, -0.97439
2, -0.965206
2, -0.957981
2, -0.948374
2, -0.940433
2, -0.933387
2, -0.924071
2, -0.916204
2, -0.908662
2, -0.900043
2, -0.892708
2, -0.884825
2, -0.878349
2, -0.867894
2, -0.860907
2, -0.853365
2, -0.846314
2, -0.840034
2, -0.832339
2, -0.824442
2, -0.81714
2, -0.809286
2, -0.802886
2, -0.79598
2, -0.788151
2, -0.781976
2, -0.774111
2, -0.767714
2, -0.760507
2, -0.753426
2, -0.746829
2, -0.740571
2, -0.733236
2, -0.727044
2, -0.720635
2, -0.712568
2, -0.706472
2, -0.700359
2, -0.694113
2, -0.687531
2, -0.68094
2, -0.674415
2, -0.667759
2, -0.661498
2, -0.65611
2, -0.649739
2, -0.642669
2, -0.637495
2, -0.630027
2, -0.625065
2, -0.618849
2, -0.612203
2, -0.60683
2, -0.601224
2, -0.594447
2, -0.58881
2, -0.583233
2, -0.577378
2, -0.571613
2, -0.566185
2, -0.559564
2, -0.55372
2, -0.547779
2, -0.544178
2, -0.537149
2, -0.53155
2, -0.526247
2, -0.521118
2, -0.515128
2, -0.509666
2, -0.503343
2, -0.498922
2, -0.49281
2, -0.487496
2, -0.48285
2, -0.47796
2, -0.471118
2, -0.466319
2, -0.46103
2, -0.45677
2, -0.45006
2, -0.445355
2, -0.439552
2, -0.435746
2, -0.429126
2, -0.424812
2, -0.418983
2, -0.4138
2, -0.409656
2, -0.404303
2, -0.399135
2, -0.394071
2, -0.388994
2, -0.383893
2, -0.37828
2, -0.37453
2, -0.368828
2, -0.364181
2, -0.359105
2, -0.354095
2, -0.348614
2, -0.3441
2, -0.33997
2, -0.334261
2, -0.329231
2, -0.324795
2, -0.32109
2, -0.315164
2, -0.310012
2, -0.305408
2, -0.300637
2, -0.296383
2, -0.291683
2, -0.286425
2, -0.281127
2, -0.276966
2, -0.272996
2, -0.267482
2, -0.263053
2, -0.258563
2, -0.254307
2, -0.248991
2, -0.245385
2, -0.239422
2, -0.234723
2, -0.230178
2, -0.226676
2, -0.221886
2, -0.217242
2, -0.213215
2, -0.207829
2, -0.203448
2, -0.198535
2, -0.194566
2, -0.190197
2, -0.185647
2, -0.180324
2, -0.175896
2, -0.172071
2, -0.16752
2, -0.162367
2, -0.158264
2, -0.153501
2, -0.149323
2, -0.144861
2, -0.140989
2, -0.136415
2, -0.131322
2, -0.127461
2, -0.123326
2, -0.118469
2, -0.113555
2, -0.109937
2, -0.105559
2, -0.101066
2, -0.0965264
2, -0.0920962
2, -0.0874466
2, -0.0828576
2, -0.0785445
2, -0.0739342
2, -0.0702562
2, -0.0658377
2, -0.060826
2, -0.056875
2, -0.052522
2, -0.0475262
2, -0.0433862
2, -0.0389268
2, -0.0338234
2, -0.0305175
2, -0.0259451
2, -0.021668
2, -0.0173174
2, -0.0133071
2, -0.00884133
2, -0.00483742
2, 0
2, 0.00471323
2, 0.00872948
2, 0.0133301
2, 0.0169378
2, 0.0216116
2, 0.0257365
2, 0.0303172
2, 0.0351494
2, 0.0399134
2, 0.0436979
2, 0.0482256
2, 0.0521497
2, 0.0568506
2, 0.0610195
2, 0.0652386
2, 0.0698588
2, 0.0742197
2, 0.0785651
2, 0.0828502
2, 0.0872634
2, 0.0923358
2, 0.0965584
2, 0.101324
2, 0.105012
2, 0.109844
2, 0.11408
2, 0.118084
2, 0.12312
2, 0.126996
2, 0.131389
2, 0.136017
2, 0.140165
2, 0.145107
2, 0.149524
2, 0.153923
2, 0.157864
2, 0.163394
2, 0.167351
2, 0.17178
2, 0.176581
2, 0.180621
2, 0.185364
2, 0.189753
2, 0.194197
2, 0.198737
2, 0.203897
2, 0.207649
2, 0.213209
2, 0.217561
2, 0.221739
2, 0.225978
2, 0.230221
2, 0.235178
2, 0.240208
2, 0.245042
2, 0.249337
2, 0.253562
2, 0.25876
2, 0.263457
2, 0.267583
2, 0.271957
2, 0.277411
2, 0.282114
2, 0.286723
2, 0.292112
2, 0.295828
2, 0.300495
2, 0.305846
2, 0.310873
2, 0.315193
2, 0.319999
2, 0.325045
2, 0.329292
2, 0.333953
2, 0.33933
2, 0.344455
2, 0.349509
2, 0.354014
2, 0.359292
2, 0.363823
2, 0.36895
2, 0.374408
2, 0.378812
2, 0.382939
2, 0.388595
2, 0.394098
2, 0.399091
2, 0.403974
2, 0.409065
2, 0.413695
2, 0.420282
2, 0.424483
2, 0.429848
2, 0.434143
2, 0.440198
2, 0.444743
2, 0.450682
2, 0.455238
2, 0.460721
2, 0.465963
2, 0.471561
2, 0.476709
2, 0.482287
2, 0.487531
2, 0.492589
2, 0.498872
4.02444, 3
4.05244, 3
4.08049, 3
4.10889, 3
4.13332, 3
4.15976, 3
4.18999, 3
4.21893, 3
4.24821, 3
4.27399, 3
4.30262, 3
4.33279, 3
4.35603, 3
4.38923, 3
4.42109, 3
4.45164, 3
4.48265, 3
4.51591, 3
4.54458, 3
4.57753, 3
4.60737, 3
4.642, 3
4.67238, 3
4.70713, 3
4.73891, 3
4.77228, 3
4.80405, 3
4.83823, 3
4.87206, 3
4.91096, 3
4.94371, 3
4.98068, 3
