1.00141, 3
1.01526, 3
1.02664, 3
1.04022, 3
1.05422, 3
1.06695, 3
1.07728, 3
1.0924, 3
1.10376, 3
1.11723, 3
1.12944, 3
1.14264, 3
1.15708, 3
1.17014, 3
1.18305, 3
1.19766, 3
1.21007, 3
1.22488, 3
1.2394, 3
1.24992, 3
1.26232, 3
1.2754, 3
1.28783, 3
1.30259, 3
1.31646, 3
1.32851, 3
1.34507, 3
1.35611, 3
1.36761, 3
1.38173, 3
1.3955, 3
1.40702, 2
1.40901, 3
1.41668, 2
1.4226, 3
1.42525, 2
1.43489, 2
1.43506, 3
1.4441, 2
1.44964, 3
1.45364, 2
1.46151, 3
1.46328, 2
1.47001, 2
1.47509, 3
1.47901, 2
1.48908, 3
1.48949, 2
1.49808, 2
1.50292, 3
1.5035, 1
1.50774, 2
1.50994, 1
1.51475, 1
1.51577, 3
1.51707, 2
1.52114, 1
1.52557, 2
1.52587, 1
1.52923, 3
1.53137, 1
1.53579, 2
1.53762, 1
1.54301, 1
1.5439, 3
1.54449, 2
1.54854, 1
1.55374, 2
1.55492, 1
1.55656, 3
1.56083, 1
1.56253, 2
1.56635, 1
1.56957, 3
1.57157, 1
1.57402, 2
1.57741, 1
1.5819, 3
1.58232, 2
1.58311, 1
1.58913, 1
1.59239, 2
1.59451, 1
1.59682, 3
1.60127, 1
1.60137, 2
1.60689, 1
1.61207, 1
1.61355, 2
1.61882, 1
1.62095, 2
1.62481, 1
1.62998, 2
1.63119, 1
1.6371, 1
1.63972, 2
1.64387, 1
1.64883, 1
1.65135, 2
1.65562, 1
1.6579, 2
1.66155, 1
1.66734, 1
1.66955, 2
1.67423, 1
1.67838, 2
1.68054, 1
1.68696, 1
1.68882, 2
1.69341, 1
1.6988, 2
1.69886, 1
1.70715, 1
1.70816, 2
1.71402, 1
1.7181, 2
1.71882, 1
1.72652, 1
1.72825, 2
1.73303, 1
1.73678, 2
1.74033, 1
1.74606, 1
1.74772, 2
1.75396, 1
1.7574, 2
1.76113, 1
1.76716, 1
1.76789, 2
1.77338, 1
1.77823, 2
1.78172, 1
1.78723, 2
1.78855, 1
1.7953, 1
1.79864, 2
1.80205, 1
1.80816, 2
1.8102, 1
1.81709, 1
1.81912, 2
1.8239, 1
1.82974, 2
1.83245, 1
1.83881, 1
1.83885, 2
1.84658, 1
1.84732, 2
1.85462, 1
1.85891, 2
1.86197, 1
1.8694, 2
1.86951, 1
1.87687, 1
1.87777, 2
1.88533, 1
1.89002, 2
1.89266, 1
1.90097, 1
1.90192, 2
1.90814, 1
1.91226, 2
1.9169, 1
1.9223, 2
1.92456, 1
1.9323, 2
1.93267, 1
1.94105, 1
1.94302, 2
1.94828, 1
1.95509, 2
1.95722, 1
1.96399, 2
1.96578, 1
1.97329, 1
1.97602, 2
1.9808, 1
1.98631, 2
1.99171, 1
1.99792, 2
1.99982, 1
2, -0.991236
2, -0.981791
2, -0.974158
2, -0.966147
2, -0.956412
2, -0.949019
2, -0.940657
2, -0.931398
2, -0.924917
2, -0.916097
2, -0.909314
2, -0.901124
2, -0.892932
2, -0.88497
2, -0.876549
2, -0.868786
2, -0.862029
2, -0.853964
2, -0.846602
2, -0.840272
2, -0.831122
2, -0.823447
2, -0.818117
2, -0.810109
2, -0.802929
